senfi_number,shop_was_in_page,shop_img,shop_title,shop_url,shop_id,shop_selling_type,shop_all_products_target_url,cooperation_status_with_emalls,name_of_person_in_charge,phone_number,shop_address,shop_email,shop_score,shop_social_media_handles,shop_recieved_date,shop_crawled_at,shop_current_city,shop_duration_of_cooperation_with_emalls,shop_website,shop_Enamad_sign,images
,2,http://emalls.ir//files/shoplogo/74rnf5mxu1x5pql467sz6ftlxnlr4s42oyndcde7nofar2aaz4[medium].png,فردوس ناب,https://emalls.ir//Shop/21921/,21921,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~21921,در حال همکاری با ایمالز,محسن استثنایی,۰۵۶۳۲۷۴۲۱۹۷,اسلامیه بلوار ایت الله فردوسی‌پور، شرکت فردوس ناب,ferdows_nab [at] yahoo [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:39.777610+00:00,خراسان جنوبی - فردوس,3 سال و 3 ماه و 23 روز,https://ferdowsnab.com/,دارد (یک ستاره) معتبر تا 4 روز,
,4,http://emalls.ir//files/shoplogo/g2tqex6f5f2anw075x1tkb4gdoguam0fbgyl8bf5ki02isrehu[medium].png,سان درم,https://emalls.ir//Shop/18975/,18975,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~18975,در حال همکاری با ایمالز,آرش هل فروش,۳۸۴۴۷۸۵۷,"سایر شیراز بخش مرکزی ، شهر شیراز، محله صنایع ، کوچه 30 دکترحسابی [12شهید حاجی پور] ، خیابان شهیدحاجی پور ، پلاک -82 ، ساختمان دلنواز ، طبقه اول ، واحد 5
",a [dot] helforoosh [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:39.878536+00:00,فارس - شیراز,3 سال و 8 ماه و 8 روز,https://www.sunderm.ir/,دارد (یک ستاره) معتبر تا 18 روز,
,5,http://emalls.ir//files/shoplogo/6ruxansmfjf8yd0yzet1uttnwvlkadmlmsieli3lun20i663k3[medium].jpg,آوای آریا,https://emalls.ir//Shop/39602/,39602,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~39602,در حال همکاری با ایمالز,سیدجواددشتکی ,۰۳۵۳۸۲۴۷۸۱۷,محله: صفائیه، خیابان 1 دانشگاه[یاس برین]، کوچه فرعی 19 اطلسی، پلاک: 25.0، طبقه: همکف,javaddashtaki4 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:39.978435+00:00,یزد - یزد,1 سال و 1 ماه و 9 روز,https://avaye-arya.ir/,دارد (یک ستاره) معتبر تا 7 ماه و 17 روز,
467055826,4,http://emalls.ir//files/shoplogo/jefp2dt5ep8binhxzfpj0knryo4vfyy1kicpuzsdggtqeed3uu[medium].jpg,بانه بای,https://emalls.ir//Shop/27515/,27515,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~27515,در حال همکاری با ایمالز,ناصر غفوری,۰۸۷۳۴۲۱۶۰۰۴,پاساژ گلستان - ورودی دوم - زیرزمین - پلاک 28,banehn [at] yahoo [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:40.142133+00:00,کردستان - بانه,2 سال و 6 ماه و 8 روز,https://www.banehbuy.com/,دارد (یک ستاره) معتبر تا 4 ماه و 21 روز,
,2,http://emalls.ir//files/shoplogo/dz6tylvutxjp0lug7ljjy6mz1p4rw838ku41dnpe3z4dlt0flh[medium].png,ونوم استور,https://emalls.ir//Shop/27909/,27909,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~27909,در حال همکاری با ایمالز,نیما اسلامی,۰۵۱۳۸۵۱۷۳۷۸,کوهسنگی، خیابان کوهسنگی، خیابان کوهسنگی 8/1، پلاک: 0.0، ساختمان زیست خاور، طبقه: چهارم، واحد: 415،,nimaes1000 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:40.242339+00:00,خراسان رضوی - مشهد,2 سال و 5 ماه و 17 روز,https://venomstore.ir/,دارد (یک ستاره),
,3,http://emalls.ir//files/shoplogo/cotpflypf8tyupqtlzhdlx0zu0ypsnush11yv6c5lf46aitabq[medium].png,کالاهات,https://emalls.ir//Shop/25521/,25521,اینترنتی,,در حال همکاری با ایمالز,مجتبی خلاق دوست,۶۶۶۵۱۱۵۹,آذری، خ حسینی زاده، پلاک 62، مجتمع یاس، واحد بی14,kalahot [dot] store [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:40.340562+00:00,تهران - تهران,2 سال و 9 ماه و 22 روز,https://kalahot.com/,دارد (یک ستاره),
,2,http://emalls.ir//files/shoplogo/zs1sc8ab5rxmfcyrpm2qmzmf41h2fm8s0kyzedrbjs7eurgef7[medium].png,یوتاب سیستم,https://emalls.ir//Shop/26353/,26353,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~26353,در حال همکاری با ایمالز,اشکان سراج مهدیزاده,۰۲۱۸۸۳۸۵۲۷۱,شهرک غرب بلوار فرحزادی خیابان عباسی اناری پاساژ آریا طبقه اول واحد 32 .,ashi_bomba [at] yahoo [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989399426366,https://t.me/utsit_ir,https://instagram.com/utaab_sys",سه شنبه ۲ بهمن,2025-01-21 16:36:40.482532+00:00,تهران - تهران,2 سال و 8 ماه و 5 روز,https://utsit.ir/,دارد (یک ستاره),
,4,http://emalls.ir//files/shoplogo/yaw5rsmtsqbpblbvvw73b718vixd81oz1j1r34jxjuvgwz1kmi[medium].png,تاها مارت ,https://emalls.ir//Shop/29920/,29920,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~29920,در حال همکاری با ایمالز,حمید همتیان , ۰۲۱۸۷۶۳۰۰۰۰,امانیه، خیابان مهرشاد، خیابان ارمغان غربی، پلاک: 55.0، طبقه: 2،,tahamarket1401 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:40.582245+00:00,تهران - تهران,2 سال و 2 ماه و 8 روز,https://tahamart.com/,دارد (یک ستاره),
,2,http://emalls.ir//files/shoplogo/xkrq0dz05zhyjsrjbtuqdxrbuxevjvg2vvcdool8uw6j1tdvzh[medium].png,محصولات طبیعی کُنار,https://emalls.ir//Shop/23250/,23250,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~23250,در حال همکاری با ایمالز,فرزانه جعفری,۰۲۱۳۳۱۳۹۱۳۱,خ ۱۷ شهریور بلوار قیام کوچه محمدتهرانی پلاک ۹ ,jafary621 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:40.682488+00:00,تهران - تهران,3 سال و 1 ماه و 15 روز,https://konaroils.com/,دارد (یک ستاره),
,3,http://emalls.ir//files/shoplogo/fin5df0582al27v2pbgvzgl11rgkj6r6y1s61kr4omi1jespid[medium].jpg,فروشگاه شب نور ,https://emalls.ir//Shop/24727/,24727,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~24727,در حال همکاری با ایمالز,سید محمد میلاد حسین بابا,۰۲۱۳۳۵۳۲۳۴۴,"میدان شهدا خیابان مجاهدین خیابان ایران نبش کوچه دوم فروشگاه فرهنگیان طبقه بالا انتهای سالن 
",Miladhoseinbaba73 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:40.787686+00:00,تهران - تهران,2 سال و 11 ماه و 9 روز,https://shab-noor.ir/,دارد (یک ستاره),
,5,http://emalls.ir//files/shoplogo/t2e4avny75c22panygsxqap3i8o455gvoehh663bdzc7ikxv2w[medium].png,سانیا گالری,https://emalls.ir//Shop/25166/,25166,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~25166,در حال همکاری با ایمالز,محمد علی درانی,۰۲۱۸۸۲۷۷۳۸۶,خیابان گیشا، مرکز خرید نصر، واحد ۲۹۸,ali [dot] dorrani72 [at] yahoo [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:40.889517+00:00,تهران - تهران,2 سال و 10 ماه و 16 روز,https://saniyagallery.com/,دارد (یک ستاره),
,4,http://emalls.ir//files/shoplogo/fvb0fmo686yk471daay21wbwzbjb1687z6kl8g2n0sqc1ahagi[medium].png,پیراماز,https://emalls.ir//Shop/6103/,6103,اینترنتی,,در حال همکاری با ایمالز,محمد یوسفی سرخی,۰۷۶۹۱۰۱۳۸۳۴,قشم ، درگهان ، مجتمع تجاری نور ، طبقه اول ، پلاک 197,mohammadumz [at] yahoo [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:40.991698+00:00,هرمزگان - درگهان,4 سال و 1 ماه و 5 روز,http://piramaz.com/,دارد (یک ستاره),
,5,http://emalls.ir//files/shoplogo/1y7ngwtv1lmfa8aa7yjiq4qz5muqdboy3bx5itzyqwb5tmamvy[medium].png,آر جی شاپ,https://emalls.ir//Shop/20893/,20893,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~20893,در حال همکاری با ایمالز,محمد رجب پور,۰۱۱۳۵۶۵۹۸۳۰,"مازندران فریدونکنار بخش فریدونکنار، خیابان امام خمینی
",rajabpour4097 [at] yahoo [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:41.157992+00:00,مازندران - فریدون‌کنار,3 سال و 5 ماه و 12 روز,https://rjshop.ir/,دارد (یک ستاره) معتبر تا 7 ماه و 12 روز,
,2,http://emalls.ir//files/shoplogo/71235q8zjuylxwvdl2xz74oafkuhgxaxs2sd6qmgpkedw4b7q3[medium].jpg,سیم کارتچی,https://emalls.ir//Shop/45513/,45513,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~45513,در حال همکاری با ایمالز,محمد علی محبی,۰۲۱۴۴۲۰۰۲۶۵,صادقیه - خیابان شهید حمید اسدی - خیابان ستارخان - صدف - پلاک : 1008.0 - طبقه : -1 - واحد : 5,0912sim [dot] ir [at] gmail [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989104700048,سه شنبه ۲ بهمن,2025-01-21 16:36:41.264287+00:00,تهران - تهران,7 ماه و 23 روز,https://0912sim.com/,دارد (یک ستاره) معتبر تا 1 سال و 2 ماه و 26 روز,
,3,http://emalls.ir//files/shoplogo/niumvrc1t7enhm6dgj4qksxgnfaqdfpbzz8p258fbhd1e82olt[medium].png,راهکارهای اینترنت اشیاء پاناک,https://emalls.ir//Shop/27632/,27632,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~27632,در حال همکاری با ایمالز,احسان واثقی,۰۲۱۷۷۵۵۱۰۲۲,تهران، میدان انقلاب، ابتدای آزادی نبش خیابان زارع، برج کاوه، بلوک B طبقه 6، واحد 89,e-vaseghi [at] live [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:41.366405+00:00,تهران - تهران,2 سال و 6 ماه,https://paanaak.net/,دارد (یک ستاره),
,3,http://emalls.ir//files/shoplogo/vyx3nmcor1oxa8t7c12fgf45fhbevkfo7su6hqoovw45apeivm[medium].jpg,شوجی ایران,https://emalls.ir//Shop/27265/,27265,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~27265,در حال همکاری با ایمالز,مهدی خانی سیس,۰۲۱۶۶۷۶۴۳۱۰,تهران خیابان جمهوری ، تقاطع حافظ ، مجتمع تجاری علاءالدین ، واحد271,mahdysysy [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:41.827358+00:00,تهران - تهران,2 سال و 6 ماه و 22 روز,https://shoji.ir/,دارد (یک ستاره),
,4,http://emalls.ir//files/shoplogo/8qqelgdi46i30c5byre3v05d5ew2h75zvhk4sf01iqr1k7wre7[medium].png,پویان اسپرت,https://emalls.ir//Shop/30402/,30402,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~30402,در حال همکاری با ایمالز,پویان رمضان بقال,۰۲۱۶۵۹۹۴۰۲۷,کرشته جدید، خیابان شهید مصطفی خمینی، بن بست معرفت، پلاک: 29.0، طبقه: 1، واحد: 3،,Pooyan [dot] ramezan [at] gmail [dot] com,بدون امتیاز,https://instagram.com/pooyan_sportswear,سه شنبه ۲ بهمن,2025-01-21 16:36:41.927763+00:00,تهران - شهریار,2 سال و 1 ماه و 16 روز,https://pooyansport.com/,دارد (یک ستاره),
,5,http://emalls.ir//files/shoplogo/x1unxaqxs8tg8zite37c2kjlqnh2doaensoph3oehc0y6ado8y[medium].png,تجهیزات اندازه گیری یونیتی,https://emalls.ir//Shop/3186/,3186,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~3186,در حال همکاری با ایمالز,امیر موسوی,۰۵۱۳۷۱۳۳۶۱۸,"خراسان رضوی مشهد بخش سناباد، خیابان سناباد، خیابان سنایی، کوچه روبروی سنایی ۱۰، ساختمان بهروز، پلاک ۱۳۰، طبقه دوم، واحد دو
",behrooz_tools [at] yahoo [dot] com	,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:42.028166+00:00,خراسان رضوی - مشهد,5 سال و 27 روز,https://uni-trend.ir/,دارد (یک ستاره),
,2,http://emalls.ir//files/shoplogo/ymq3qprk8smmn7bguyb8mt2f6gdo2h8svtl8gre33ee0ae8g75[medium].png,شبکه گستران ,https://emalls.ir//Shop/21906/,21906,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~21906,در حال همکاری با ایمالز,حسین پورغلامی,۰۲۱۸۸۳۱۳۸۹۵,محله: ایرانشهر، خیابان انقلاب اسلامی، خیابان ایرانشهر، پلاک: 59.0، طبقه: چهارم، واحد: 16,ciscoshabake97 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:42.135552+00:00,تهران - تهران,3 سال و 3 ماه و 24 روز,https://www.cisco-shabake.com/,دارد (یک ستاره) معتبر تا 7 ماه و 17 روز,
,5,http://emalls.ir//files/shoplogo/cdjq1s05n7o2qlo6jfj702nxt3fbfs00chmnwprr1nogywcoec[medium].png,اکسیر طلایی,https://emalls.ir//Shop/39184/,39184,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~39184,در حال همکاری با ایمالز,سعید حقیقی اشنی,۰۳۱۳۳۳۲۵۰۸۹,پرتمان، کوچه روشن، کوچه شهید جعفریان[45]، پلاک: 71.0، طبقه: همکف,goldenexir123 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:42.239691+00:00,اصفهان - اصفهان,1 سال و 1 ماه و 22 روز,https://esfahanhoney.com/,دارد (یک ستاره) معتبر تا 10 ماه و 1 روز,
,2,http://emalls.ir//files/shoplogo/1okrb4noznrgk3g781e0wenxiewoioljk2dq6wx27y08vu5y62[medium].png,افرازه,https://emalls.ir//Shop/27908/,27908,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~27908,در حال همکاری با ایمالز,میلاد حسین خانی,۰۲۱۶۶۹۵۲۰۸۳,میدان حسن آباد، کوچه محمودیان، کوچه حافظ، پلاک: 15.0، طبقه: همکف،,afrazehsafety [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:42.339906+00:00,تهران - تهران,2 سال و 5 ماه و 17 روز,https://afrazeh.com/,دارد (یک ستاره),
0467841615,3,http://emalls.ir//files/shoplogo/dooo5gdf6ra1rl2fpn8vitcj46ckd4uvincosfcyv6kud5bw0x[medium].png,دانا کد نگار,https://emalls.ir//Shop/29365/,29365,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~29365,در حال همکاری با ایمالز,نگار رضیئی,۰۲۱۸۸۶۱۳۲۶۰,آرارات، خیابان ماهتاب، خیابان سئول، پلاک: 31.0، طبقه: 1، واحد: 3،,danacodenegar [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:42.516146+00:00,تهران - تهران,2 سال و 3 ماه و 4 روز,https://danacodenegar.com/,دارد (یک ستاره) معتبر تا 7 ماه و 3 روز,
,2,http://emalls.ir//files/shoplogo/024gcup0m64kqkdk4cctelr62is082zcj1m8znp7yh1dcdq4wt[medium].png,تتا الکترونیک,https://emalls.ir//Shop/23248/,23248,اینترنتی,,در حال همکاری با ایمالز,فاطمه شکوری,۰۲۱۶۶۷۱۸۹۲۷,خیابان جمهوری نرسیده به پل حافظ پاساژ حمهوری طبقه اول واحد ۱۰۳,Kaveh1 [at] live [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:42.613871+00:00,تهران - تهران,3 سال و 1 ماه و 15 روز,https://thetaelectronic.com/,دارد (یک ستاره),
,3,http://emalls.ir//files/shoplogo/ofia7a31r0w2staeq8otkl6mhp7phbj4ckt4davd2i37u0xd64[medium].png,متدکالا,https://emalls.ir//Shop/24724/,24724,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~24724,در حال همکاری با ایمالز,علی حسنی,۰۸۶۴۴۲۲۳۸۱۸,بخش مرکزی، خیابان انقلاب، خیابان صفاری (بین کوچه کوثر ۳ و ۵)، ساختمان عرب، طبقه دوم، واحد ۴,SORANLAPIT [at] GMAIL [dot] COM,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:42.714299+00:00,مرکزی - محلات,2 سال و 11 ماه و 9 روز,http://methodkala.ir/,دارد (یک ستاره),
,5,http://emalls.ir//files/shoplogo/nohm5qhuzkdc0047ye21n8ks31tvxvszlws3u3obzbvz75puev[medium].png,رس لایت,https://emalls.ir//Shop/25160/,25160,اینترنتی,,در حال همکاری با ایمالز,سمانه نوروزی,,"تهران پردیس بخش مرکزی ، شهر تهران، محله مجیدیه شمالی ، خیابان شهید برادران محمدی (ریحانی) ، خیابان شهید قلیچ خانی (نعیم شرقی) ، پلاک 32 ، طبقه دوم ، واحد 4
",samaneh [dot] noroozi1989 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:42.855556+00:00,تهران - تهران,2 سال و 10 ماه و 17 روز,http://raslight.com/,دارد (یک ستاره),
,4,http://emalls.ir//files/shoplogo/bfccxa821i83vollldokzhm6xtft3780xscc2vgilcv1s0d0sl[medium].png,گجت تاپ,https://emalls.ir//Shop/6088/,6088,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~6088,در حال همکاری با ایمالز,ابراهیم عبدالوهاب ,۴۶۱۲۹۷۵۰,ستارخان بعد از فلکه اول صادقیه نرسیده به خیابان اسدی پاساژ پردیسان طبقه همکف پلاک 25 ,ma [dot] abdolvahab [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:42.955198+00:00,تهران - تهران,4 سال و 1 ماه و 5 روز,http://gajettop.ir/,دارد (یک ستاره),
467723046,5,http://emalls.ir//files/shoplogo/ue5fgo7yaulbfflg37w3ztfzvv1ocatdwvwcac48x6a084k3jo[medium].png,کالاجو,https://emalls.ir//Shop/20871/,20871,اینترنتی,,در حال همکاری با ایمالز,saeed arabnezhad,۳۳۴۳۹۳۹۷,خیابان دکتر حسابی ، کوچه آرش  ۳ غربی,arabnezhad [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:43.058465+00:00,لرستان - خرم‌آباد,3 سال و 5 ماه و 12 روز,https://kalajoo.ir/,دارد (یک ستاره),
,3,http://emalls.ir//files/shoplogo/ou4ldlcr6hnas25nfaq4xrqq3a67v0y0yvac6fe0z1z4q4mshy[medium].png,اپلا پایتخت,https://emalls.ir//Shop/27615/,27615,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~27615,در حال همکاری با ایمالز,حامد اعتضاد ,۰۲۱۶۶۱۷۲۳۰۱,خیابان جمهوری٬ نبش خیابان حافظ٬پاساژ چارسو٬طبقه سوم٬واحد E27,Hamed [dot] etezad [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:36:43.161009+00:00,تهران - تهران,2 سال و 6 ماه و 1 روز,https://applapa.com/,دارد (یک ستاره),
